provider_community,provider_npi,providername,grouping,classification,specialization,org_npi,organization_name,patient_count,transaction_count,average_day_wait,std_day_wait,hospital_community,owning_entity,org_address,org_location,latitude,longitude,color,specialization_cleaned
1338,1023205531,GREGG SHEPARD,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1669567897,NORTHCREST MEDICAL CENTER,95,218,17.092,32.193,1336,HCA Healthcare,"100 NorthCrest Dr, Springfield, TN 37172","Northcrest Medical Center, 100, Northcrest Drive, Springfield, Robertson County, Middle Tennessee, Tennessee, 37172, United States",36.4788508,-86.8865094,darkpurple,Hematology & Oncology
1338,1023205531,GREGG SHEPARD,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,60,83,41.566,47.551,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Hematology & Oncology
1349,1023452331,MANISHA RAJ,Allopathic & Osteopathic Physicians,Internal Medicine,,1861479545,MAURY REGIONAL HOSPITAL,433,928,0.001,0.033,1349,Maury Regional Health,"1224 Trotwood Avenue, Columbia, TN 38401","Maury Regional Medical Center, 1224, Trotwood Avenue, Rolling Fields, Columbia, Maury County, Middle Tennessee, Tennessee, 38401, United States",35.6070949,-87.0664395,orange,Internal Medicine
1353,1033100763,LARRY PHARRIS,Allopathic & Osteopathic Physicians,Internal Medicine,,1780778969,SAINT THOMAS WEST HOSPITAL,60,69,43.754,42.719,1353,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Internal Medicine
1353,1033100763,LARRY PHARRIS,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,45,83,48.952,55.397,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1359,1033168059,MARK CHAMBERS,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,186,192,32.073,50.376,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Family Medicine
1374,1033187810,RICHARD PARRISH,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,324,553,11.557,32.329,1374,Ascension Saint Thomas,"1700 Medical Center Pkwy, Murfreesboro, TN 37129","Saint Thomas Rutherford Hospital, 1700, Medical Center Parkway, Battleground Estates, Murfreesboro, Rutherford County, Middle Tennessee, Tennessee, 37129, United States",35.8607444,-86.4243634,green,Pulmonary Disease
1374,1033187810,RICHARD PARRISH,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1518346469,"SAINT THOMAS RIVER PARK HOSPITAL, LLC",34,50,35.26,50.288,1374,Ascension Saint Thomas,"1559 Sparta St, McMinnville, TN 37110","St Thomas River Park Hospital, 1559, Sparta Street, McMinnville, Warren County, Middle Tennessee, Tennessee, 37110, United States",35.6998452,-85.742835,green,Pulmonary Disease
1359,1033206149,MICHAEL PORAYKO,Allopathic & Osteopathic Physicians,Internal Medicine,Gastroenterology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,509,700,2.764,12.096,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Gastroenterology
1381,1033246640,OUIDA COLLINS,Allopathic & Osteopathic Physicians,Family Medicine,,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,424,768,0.0,0.0,1381,Williamson County Hospital District,"4321 Carothers Parkway, Franklin, TN 37067","Williamson Medical Center, 4321, Carothers Parkway, Franklin, Williamson County, Middle Tennessee, Tennessee, 37067, United States",35.9163458,-86.8202183,pink,Family Medicine
1374,1033278429,EVELYN CINTRON,Allopathic & Osteopathic Physicians,Internal Medicine,,1518346469,"SAINT THOMAS RIVER PARK HOSPITAL, LLC",30,59,15.576,25.561,1374,Ascension Saint Thomas,"1559 Sparta St, McMinnville, TN 37110","St Thomas River Park Hospital, 1559, Sparta Street, McMinnville, Warren County, Middle Tennessee, Tennessee, 37110, United States",35.6998452,-85.742835,green,Internal Medicine
1349,1033297429,HANY REZK,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1861479545,MAURY REGIONAL HOSPITAL,564,1239,19.562,37.776,1349,Maury Regional Health,"1224 Trotwood Avenue, Columbia, TN 38401","Maury Regional Medical Center, 1224, Trotwood Avenue, Rolling Fields, Columbia, Maury County, Middle Tennessee, Tennessee, 38401, United States",35.6070949,-87.0664395,orange,Nephrology
1349,1033297429,HANY REZK,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1871530832,CENTRAL TENNESSEE HOSPITAL CORPORATION,79,99,4.273,28.007,1344,HCA Healthcare,"111 US-70, Dickson, TN 37055","111, College Street, Eastwood, Dickson, Dickson County, Middle Tennessee, Tennessee, 37055, United States",36.0750821,-87.3659893,darkpurple,Nephrology
1349,1033297429,HANY REZK,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1578591756,MAURY REGIONAL HOSPITAL MARSHALL MEDICAL CENTER,138,306,16.739,36.24,1349,Maury Regional Health,"1080 N Ellington Pkwy, Lewisburg, TN 37091","Marshall Medical Center, 1080, North Ellington Parkway, Wallace Acres, Lewisburg, Marshall County, Middle Tennessee, Tennessee, 37091, United States",35.464732,-86.7854787,orange,Nephrology
1349,1033297429,HANY REZK,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,97,118,30.331,56.805,1381,Williamson County Hospital District,"4321 Carothers Parkway, Franklin, TN 37067","Williamson Medical Center, 4321, Carothers Parkway, Franklin, Williamson County, Middle Tennessee, Tennessee, 37067, United States",35.9163458,-86.8202183,pink,Nephrology
1336,1033316484,JEFFRIE KINDRED,Allopathic & Osteopathic Physicians,Family Medicine,Sports Medicine,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,38,53,30.302,51.268,1336,LifePoint Health,"555 Hartsville Pike, Gallatin, TN 37066","Summer Regional Medical Center, 555, Hartsville Pike, Gallatin, Sumner County, Middle Tennessee, Tennessee, 37066, United States",36.3897223,-86.4336503,darkred,Sports Medicine
1336,1033343728,KIMBERLY COLLINS,Allopathic & Osteopathic Physicians,Family Medicine,Addiction Medicine,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,81,183,0.0,0.0,1336,HCA Healthcare,"355 New Shackle Island Rd, Hendersonville, TN 37075","TriStar Hendersonville, 355, New Shackle Island Road, Glen Oaks, Hendersonville, Sumner County, Middle Tennessee, Tennessee, 37075, United States",36.3254227,-86.6227582,darkpurple,Addiction Medicine
1349,1033353487,JENNIFER FELDHAUS,Allopathic & Osteopathic Physicians,Internal Medicine,,1861479545,MAURY REGIONAL HOSPITAL,168,288,0.0,0.0,1349,Maury Regional Health,"1224 Trotwood Avenue, Columbia, TN 38401","Maury Regional Medical Center, 1224, Trotwood Avenue, Rolling Fields, Columbia, Maury County, Middle Tennessee, Tennessee, 38401, United States",35.6070949,-87.0664395,orange,Internal Medicine
1374,1033370986,NNAMDI EZE,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1932170750,SHELBYVILLE HOSPITAL COMPANY LLC,142,250,25.672,41.056,1374,Vanderbilt University Medical Center,"2835 US-231, Shelbyville, TN 37160","Vanderbilt Bedford Hospital, 2835, Florida Short Route, Shelbyville, Bedford County, Middle Tennessee, Tennessee, 37160, United States",35.5636695,-86.4482975,lightblue,Hematology & Oncology
1374,1033370986,NNAMDI EZE,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,103,170,21.753,42.501,1374,Ascension Saint Thomas,"1700 Medical Center Pkwy, Murfreesboro, TN 37129","Saint Thomas Rutherford Hospital, 1700, Medical Center Parkway, Battleground Estates, Murfreesboro, Rutherford County, Middle Tennessee, Tennessee, 37129, United States",35.8607444,-86.4243634,green,Hematology & Oncology
1374,1033370986,NNAMDI EZE,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,69,104,43.154,61.476,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Hematology & Oncology
1337,1043205008,THOMAS KOWAL,Allopathic & Osteopathic Physicians,General Practice,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",96,180,14.306,37.529,1337,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,General Practice
1337,1043205008,THOMAS KOWAL,Allopathic & Osteopathic Physicians,General Practice,,1306889597,VANDERBILT UNIVERSITY MEDICAL CENTER,72,130,26.331,38.191,1337,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,General Practice
1337,1043205008,THOMAS KOWAL,Allopathic & Osteopathic Physicians,General Practice,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,31,76,26.579,39.746,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,General Practice
1337,1043205008,THOMAS KOWAL,Allopathic & Osteopathic Physicians,General Practice,,1922319037,RIVERVIEW MEDICAL CENTER LLC,31,69,12.101,23.47,1337,LifePoint Health,"158 Hospital Dr, Carthage, TN 37030","Riverview Regional Medical Center, 158, Hospital Drive, Carthage, Smith County, Middle Tennessee, Tennessee, 37030, United States",36.264438,-85.9500813,darkred,General Practice
1340,1043219165,ROBERT HERRING,Allopathic & Osteopathic Physicians,Internal Medicine,Gastroenterology,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",46,58,45.552,59.138,1340,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Gastroenterology
1359,1043229495,THOMAS GOLPER,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,533,1255,3.436,11.829,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Nephrology
1374,1043281710,JOSEPH SCOTT,Allopathic & Osteopathic Physicians,Internal Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,107,168,39.863,50.11,1374,Ascension Saint Thomas,"1700 Medical Center Pkwy, Murfreesboro, TN 37129","Saint Thomas Rutherford Hospital, 1700, Medical Center Parkway, Battleground Estates, Murfreesboro, Rutherford County, Middle Tennessee, Tennessee, 37129, United States",35.8607444,-86.4243634,green,Internal Medicine
1374,1043281710,JOSEPH SCOTT,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,92,151,42.603,53.819,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1336,1043294747,FRED NORDQUIST,Allopathic & Osteopathic Physicians,Internal Medicine,,1295780476,HTI MEMORIAL HOSPITAL CORPORATION,50,84,17.345,25.432,1334,HCA Healthcare,"3441 Dickerson Pike, Nashville, TN 37207","Tristar Skyline Medical Center, 3441, Dickerson Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37207, United States",36.2450987,-86.7495457,darkpurple,Internal Medicine
1336,1043294747,FRED NORDQUIST,Allopathic & Osteopathic Physicians,Internal Medicine,,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",36,56,26.125,44.747,1340,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Internal Medicine
1336,1043294747,FRED NORDQUIST,Allopathic & Osteopathic Physicians,Internal Medicine,,1780778969,SAINT THOMAS WEST HOSPITAL,41,52,26.288,40.417,1353,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Internal Medicine
1336,1043294747,FRED NORDQUIST,Allopathic & Osteopathic Physicians,Internal Medicine,,1669567897,NORTHCREST MEDICAL CENTER,134,266,7.643,25.136,1336,HCA Healthcare,"100 NorthCrest Dr, Springfield, TN 37172","Northcrest Medical Center, 100, Northcrest Drive, Springfield, Robertson County, Middle Tennessee, Tennessee, 37172, United States",36.4788508,-86.8865094,darkpurple,Internal Medicine
1336,1043294747,FRED NORDQUIST,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,39,87,31.828,49.847,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1338,1043300288,ELISABETH WILLERS,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1629025648,SAINT THOMAS WEST HOSPITAL,448,639,8.28,33.381,1338,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Pulmonary Disease
1374,1043351471,VLADA MELEKHIN,Allopathic & Osteopathic Physicians,Internal Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,233,484,1.254,6.535,1374,Ascension Saint Thomas,"1700 Medical Center Pkwy, Murfreesboro, TN 37129","Saint Thomas Rutherford Hospital, 1700, Medical Center Parkway, Battleground Estates, Murfreesboro, Rutherford County, Middle Tennessee, Tennessee, 37129, United States",35.8607444,-86.4243634,green,Internal Medicine
1359,1043394166,MADAN JAGASIA,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,64,94,17.245,26.85,1381,Williamson County Hospital District,"4321 Carothers Parkway, Franklin, TN 37067","Williamson Medical Center, 4321, Carothers Parkway, Franklin, Williamson County, Middle Tennessee, Tennessee, 37067, United States",35.9163458,-86.8202183,pink,Hematology & Oncology
1359,1043394166,MADAN JAGASIA,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1669567897,NORTHCREST MEDICAL CENTER,36,65,19.277,21.051,1336,HCA Healthcare,"100 NorthCrest Dr, Springfield, TN 37172","Northcrest Medical Center, 100, Northcrest Drive, Springfield, Robertson County, Middle Tennessee, Tennessee, 37172, United States",36.4788508,-86.8865094,darkpurple,Hematology & Oncology
1359,1043394166,MADAN JAGASIA,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,1473,4173,9.423,11.557,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Hematology & Oncology
1349,1043400435,ANTHONY HAASE,Allopathic & Osteopathic Physicians,Pediatrics,,1861479545,MAURY REGIONAL HOSPITAL,318,620,0.003,0.08,1349,Maury Regional Health,"1224 Trotwood Avenue, Columbia, TN 38401","Maury Regional Medical Center, 1224, Trotwood Avenue, Rolling Fields, Columbia, Maury County, Middle Tennessee, Tennessee, 38401, United States",35.6070949,-87.0664395,orange,Pediatrics
1337,1053303248,MICHAEL BECKHAM,Allopathic & Osteopathic Physicians,Internal Medicine,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",250,405,25.464,37.113,1337,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Internal Medicine
1337,1053303248,MICHAEL BECKHAM,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,42,72,44.111,48.498,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
